Year,Day,Amount_Lost_INR,Incident_Type,City,Category,event_date,Incident_label,City_enc,Category_enc,iso_score,iso_anomaly,anomaly_synth_loss,text_desc,embed_x,embed_y,type_group,ae_x,ae_y,ae_recon_mse,ae_z1,ae_z2,ae_mse,ae_anom
2022,22,86530,Data Breach,Bangalore,Corporate,2022-01-22,1,1,0,0.07591800843512442,0,0,Data Breach | Bangalore | Corporate | loss 86530 INR,2.5136073,-0.78256863,Data Breach,-0.557674,-2.1073968,0.052143905468733424,-0.557674,-2.1073968,0.052143905468733424,0
2021,23,244373,Online Fraud,Jaipur,Government,2021-01-23,6,5,4,0.1149705763018638,0,0,Online Fraud | Jaipur | Government | loss 244373 INR,-3.0901246,14.328553,Online Fraud,0.12049712,-0.024733476,0.28548421791806655,0.12049712,-0.024733476,0.28548421791806655,0
2024,3,348697,Online Fraud,Bangalore,Corporate,2024-01-03,6,1,0,0.03332813426968695,0,0,Online Fraud | Bangalore | Corporate | loss 348697 INR,-4.7696347,15.6457205,Online Fraud,-2.1366403,1.9916741,0.23500646130793035,-2.1366403,1.9916741,0.23500646130793035,0
2023,19,162779,Online Fraud,Mumbai,E-Commerce,2023-01-19,6,8,1,0.08243165473019531,0,0,Online Fraud | Mumbai | E-Commerce | loss 162779 INR,-13.7537365,14.054951,Online Fraud,-0.3214991,-0.0050702393,0.055996765725912744,-0.3214991,-0.0050702393,0.055996765725912744,0
2020,8,171182,Data Breach,Pune,Personal,2020-01-08,1,9,6,0.06189361013408945,0,0,Data Breach | Pune | Personal | loss 171182 INR,3.1559038,-1.0086914,Data Breach,0.6707813,0.32286233,0.15090139050055484,0.6707813,0.32286233,0.15090139050055484,0
2022,5,193860,Ransomware,Lucknow,Health,2022-01-05,9,7,5,0.11374547831415616,0,0,Ransomware | Lucknow | Health | loss 193860 INR,12.716301,3.1941113,Ransomware,-1.4381938,-0.50607187,0.20019108639454883,-1.4381938,-0.50607187,0.20019108639454883,0
2024,4,83879,Data Breach,Kolkata,Educational,2024-01-04,1,6,2,0.06562949522673511,0,0,Data Breach | Kolkata | Educational | loss 83879 INR,3.1753986,0.34903166,Data Breach,-0.29745007,-0.18675345,0.16799550796032872,-0.29745007,-0.18675345,0.16799550796032872,0
2024,24,433043,Identity Theft,Delhi,Personal,2024-01-24,3,3,6,0.03407445161610634,0,0,Identity Theft | Delhi | Personal | loss 433043 INR,-6.808907,8.005533,Identity Theft,-3.756401,0.0814187,0.09248660526711586,-3.756401,0.0814187,0.09248660526711586,0
2020,6,239260,Ransomware,Lucknow,Health,2020-01-06,9,7,5,0.11268006500599892,0,0,Ransomware | Lucknow | Health | loss 239260 INR,12.70792,3.1450562,Ransomware,0.5052372,0.3990661,0.021920478778495203,0.5052372,0.3990661,0.021920478778495203,0
2022,2,399871,Malware,Mumbai,Corporate,2022-01-02,4,8,0,0.05548384640955761,0,0,Malware | Mumbai | Corporate | loss 399871 INR,13.55454,5.4068155,Malware,-0.26215732,0.2316809,0.05127665231145175,-0.26215732,0.2316809,0.05127665231145175,0
2023,20,308003,Cyber Bullying,Jaipur,Health,2023-01-20,0,5,5,0.09673297471380926,0,0,Cyber Bullying | Jaipur | Health | loss 308003 INR,-9.57364,-3.5245256,Cyber Bullying,-2.4522269,-0.2757811,0.18509701952382343,-2.4522269,-0.2757811,0.18509701952382343,0
2019,28,447841,Online Fraud,Mumbai,E-Commerce,2019-01-28,6,8,1,0.015586979689646285,0,0,Online Fraud | Mumbai | E-Commerce | loss 447841 INR,-13.751066,14.052276,Online Fraud,-0.12710431,0.35854602,0.2258731115213555,-0.12710431,0.35854602,0.2258731115213555,0
2022,11,315242,Data Breach,Delhi,Corporate,2022-01-11,1,3,0,0.07934137478749004,0,0,Data Breach | Delhi | Corporate | loss 315242 INR,2.380028,-0.97650456,Data Breach,-0.86720055,0.59783226,0.11234176527049725,-0.86720055,0.59783226,0.11234176527049725,0
2020,4,147323,Malware,Kolkata,Personal,2020-01-04,4,6,6,0.0966963913151202,0,0,Malware | Kolkata | Personal | loss 147323 INR,13.906091,4.74309,Malware,0.7627427,-0.23092318,0.07098359312041673,0.7627427,-0.23092318,0.07098359312041673,0
2024,15,123413,Hacking,Delhi,Financial,2024-01-15,2,3,3,0.07822353351109645,0,0,Hacking | Delhi | Financial | loss 123413 INR,-0.60245115,-11.969266,Hacking,-0.77278787,-1.5249399,0.20698600327670907,-0.77278787,-1.5249399,0.20698600327670907,0
2023,6,263670,Data Breach,Hyderabad,Financial,2023-01-06,1,4,3,0.10405859819879171,0,0,Data Breach | Hyderabad | Financial | loss 263670 INR,2.282802,-0.32700965,Data Breach,-1.396169,0.5056263,0.15130304663866534,-1.396169,0.5056263,0.15130304663866534,0
2022,22,331904,Phishing,Kolkata,Social Media,2022-01-22,8,6,7,0.08023360491761611,0,0,Phishing | Kolkata | Social Media | loss 331904 INR,18.998459,-2.618102,Phishing,-3.1130679,-0.62713176,0.24510376821692648,-3.1130679,-0.62713176,0.24510376821692648,0
2019,17,48837,Cyber Bullying,Mumbai,Social Media,2019-01-17,0,8,7,0.014615157528270917,0,0,Cyber Bullying | Mumbai | Social Media | loss 48837 INR,-7.6545467,-4.0206513,Cyber Bullying,1.2029712,-0.72763234,0.2195767010272024,1.2029712,-0.72763234,0.2195767010272024,0
2019,24,261550,Phishing,Pune,Health,2019-01-24,8,9,5,0.0553150768663323,0,0,Phishing | Pune | Health | loss 261550 INR,4.3961887,10.201728,Phishing,0.6043328,0.57405907,0.10445827217258341,0.6043328,0.57405907,0.10445827217258341,0
2021,6,274680,Ransomware,Mumbai,Financial,2021-01-06,9,8,3,0.11319240494684141,0,0,Ransomware | Mumbai | Financial | loss 274680 INR,14.0166445,1.1070071,Ransomware,0.11917737,0.10421759,0.02886262173165568,0.11917737,0.10421759,0.02886262173165568,0
2021,19,29541,Cyber Bullying,Mumbai,Corporate,2021-01-19,0,8,0,0.041835125875786305,0,0,Cyber Bullying | Mumbai | Corporate | loss 29541 INR,-8.443852,-3.0706518,Cyber Bullying,0.7273529,-0.94076616,0.1167449093128323,0.7273529,-0.94076616,0.1167449093128323,0
2020,25,80083,Data Breach,Kolkata,Government,2020-01-25,1,6,4,0.10097902804732428,0,0,Data Breach | Kolkata | Government | loss 80083 INR,1.9878206,-1.8180188,Data Breach,0.74357104,-0.45599192,0.037759641547542924,0.74357104,-0.45599192,0.037759641547542924,0
2022,2,445243,Identity Theft,Hyderabad,Corporate,2022-01-02,3,4,0,0.03943869936001487,0,0,Identity Theft | Hyderabad | Corporate | loss 445243 INR,-6.314185,8.1676445,Identity Theft,-0.7358634,0.6612594,0.0365546215677972,-0.7358634,0.6612594,0.0365546215677972,0
2022,15,35531,Malware,Mumbai,Government,2022-01-15,4,8,4,0.0959982893898429,0,0,Malware | Mumbai | Government | loss 35531 INR,14.046267,5.7126784,Malware,-0.0010771733,-0.2881714,0.20946145830243082,-0.0010771733,-0.2881714,0.20946145830243082,0
2024,11,271856,Identity Theft,Lucknow,Personal,2024-01-11,3,7,6,0.052590545524190846,0,0,Identity Theft | Lucknow | Personal | loss 271856 INR,-6.9174333,8.017511,Identity Theft,-3.0520656,-0.7460964,0.07331661470528435,-3.0520656,-0.7460964,0.07331661470528435,0
2024,8,367245,Data Breach,Ahmedabad,Educational,2024-01-08,1,0,2,0.028831759569071136,0,0,Data Breach | Ahmedabad | Educational | loss 367245 INR,3.1939135,0.3934834,Data Breach,-2.7582617,2.6427577,0.05374017673370826,-2.7582617,2.6427577,0.05374017673370826,0
2024,26,328599,Ransomware,Chennai,Government,2024-01-26,9,2,4,0.0809158785691434,0,0,Ransomware | Chennai | Government | loss 328599 INR,13.574702,2.9363592,Ransomware,-2.6992419,0.9400085,0.03697321576778091,-2.6992419,0.9400085,0.03697321576778091,0
2021,19,75744,Phishing,Chennai,Financial,2021-01-19,8,2,3,0.0944794174471737,0,0,Phishing | Chennai | Financial | loss 75744 INR,3.8951523,9.590055,Phishing,-0.45320332,-0.90520823,0.13704967673777352,-0.45320332,-0.90520823,0.13704967673777352,0
2022,13,253859,Cyber Bullying,Mumbai,Corporate,2022-01-13,0,8,0,0.07566904022993892,0,0,Cyber Bullying | Mumbai | Corporate | loss 253859 INR,-8.409618,-3.065898,Cyber Bullying,-0.2006507,0.04066959,0.016637607749057284,-0.2006507,0.04066959,0.016637607749057284,0
2022,12,130749,Identity Theft,Lucknow,Personal,2022-01-12,3,7,6,0.10221159820325965,0,0,Identity Theft | Lucknow | Personal | loss 130749 INR,-6.9416733,8.070495,Identity Theft,-1.5846221,-0.58552635,0.13956058529257684,-1.5846221,-0.58552635,0.13956058529257684,0
2019,5,268253,Data Breach,Pune,Financial,2019-01-05,1,9,3,0.054163833674914286,0,0,Data Breach | Pune | Financial | loss 268253 INR,2.2723184,-0.30967,Data Breach,0.26181066,0.39435536,0.19922860958277505,0.26181066,0.39435536,0.19922860958277505,0
2021,6,312412,Identity Theft,Jaipur,Personal,2021-01-06,3,5,6,0.09784576245270249,0,0,Identity Theft | Jaipur | Personal | loss 312412 INR,-6.728035,7.8432775,Identity Theft,0.19943653,1.0072796,0.21300642175806317,0.19943653,1.0072796,0.21300642175806317,0
2023,26,232809,Data Breach,Jaipur,Educational,2023-01-26,1,5,2,0.11293710623702008,0,0,Data Breach | Jaipur | Educational | loss 232809 INR,3.2672288,0.31219047,Data Breach,-0.6024716,0.023319528,0.14056796008500097,-0.6024716,0.023319528,0.14056796008500097,0
2021,22,317759,Phishing,Kolkata,E-Commerce,2021-01-22,8,6,1,0.09507638252741113,0,0,Phishing | Kolkata | E-Commerce | loss 317759 INR,15.627403,-9.134004,Phishing,-0.25742415,0.29203618,0.149041526899542,-0.25742415,0.29203618,0.149041526899542,0
2023,4,83503,Cyber Bullying,Chennai,Corporate,2023-01-04,0,2,0,0.052931334899025795,0,0,Cyber Bullying | Chennai | Corporate | loss 83503 INR,-8.836818,-3.1824603,Cyber Bullying,-0.6564444,-1.856032,0.0700937029112532,-0.6564444,-1.856032,0.0700937029112532,0
2019,19,255346,Malware,Mumbai,Health,2019-01-19,4,8,5,0.07686149989403335,0,0,Malware | Mumbai | Health | loss 255346 INR,13.577677,4.4983735,Malware,0.6198676,0.5284863,0.0801977305126581,0.6198676,0.5284863,0.0801977305126581,0
2020,20,423975,Phishing,Jaipur,Corporate,2020-01-20,8,5,0,0.03432443217189207,0,0,Phishing | Jaipur | Corporate | loss 423975 INR,3.3370187,10.126932,Phishing,-0.45877698,0.965522,0.03207567242553703,-0.45877698,0.965522,0.03207567242553703,0
2022,1,86708,Identity Theft,Mumbai,Social Media,2022-01-01,3,8,7,0.0638091148904284,0,0,Identity Theft | Mumbai | Social Media | loss 86708 INR,-8.3005905,8.203099,Identity Theft,-1.8286142,-0.63594776,0.24223950838992303,-1.8286142,-0.63594776,0.24223950838992303,0
2019,20,192184,Malware,Kolkata,Educational,2019-01-20,4,6,2,0.07434985400467287,0,0,Malware | Kolkata | Educational | loss 192184 INR,14.379398,4.3692102,Malware,0.70849776,-1.2072552,0.2191333804850698,0.70849776,-1.2072552,0.2191333804850698,0
2022,17,103471,Data Breach,Chennai,Corporate,2022-01-17,1,2,0,0.06928989922183093,0,0,Data Breach | Chennai | Corporate | loss 103471 INR,2.1017413,-1.2425486,Data Breach,-0.44561377,-1.7912546,0.03194032156288525,-0.44561377,-1.7912546,0.03194032156288525,0
2024,12,255225,Malware,Delhi,Social Media,2024-01-12,4,3,7,0.07611794378972037,0,0,Malware | Delhi | Social Media | loss 255225 INR,8.04712,-3.872471,Malware,-4.0071344,-2.1122375,0.012840622867606514,-4.0071344,-2.1122375,0.012840622867606514,0
2020,15,158661,Data Breach,Ahmedabad,Health,2020-01-15,1,0,5,0.06175919300330901,0,0,Data Breach | Ahmedabad | Health | loss 158661 INR,3.4238734,-1.2460365,Data Breach,-0.038373873,-0.71552056,0.5758088816588343,-0.038373873,-0.71552056,0.5758088816588343,0
2020,1,162087,Phishing,Ahmedabad,Government,2020-01-01,8,0,4,0.05725529784364347,0,0,Phishing | Ahmedabad | Government | loss 162087 INR,2.1100953,11.832752,Phishing,0.13716502,-1.0222044,0.29138616189872574,0.13716502,-1.0222044,0.29138616189872574,0
2019,26,161081,Identity Theft,Jaipur,Personal,2019-01-26,3,5,6,0.08047362111481482,0,0,Identity Theft | Jaipur | Personal | loss 161081 INR,-6.75959,7.887285,Identity Theft,0.81323355,-0.08679145,0.10677945399598844,0.81323355,-0.08679145,0.10677945399598844,0
2020,14,346453,Ransomware,Ahmedabad,Health,2020-01-14,9,0,5,0.050817739222632996,0,0,Ransomware | Ahmedabad | Health | loss 346453 INR,12.7502985,3.2427146,Ransomware,-1.0331038,3.9626584,0.02956864005074897,-1.0331038,3.9626584,0.02956864005074897,0
2023,6,389590,Identity Theft,Delhi,Financial,2023-01-06,3,3,3,0.09713841488923569,0,0,Identity Theft | Delhi | Financial | loss 389590 INR,-6.4317966,7.805424,Identity Theft,-1.7553421,1.349099,0.11414871113812305,-1.7553421,1.349099,0.11414871113812305,0
2020,5,194118,Data Breach,Mumbai,Educational,2020-01-05,1,8,2,0.11220617863223237,0,0,Data Breach | Mumbai | Educational | loss 194118 INR,3.1856544,0.29054788,Data Breach,0.60876334,-0.97399586,0.1317257065766865,0.60876334,-0.97399586,0.1317257065766865,0
2022,11,369805,Online Fraud,Kolkata,Government,2022-01-11,6,6,4,0.11303782419894398,0,0,Online Fraud | Kolkata | Government | loss 369805 INR,-3.0189567,14.373783,Online Fraud,-2.0926251,-0.067414455,0.0941179835992008,-2.0926251,-0.067414455,0.0941179835992008,0
2022,4,158215,Cyber Bullying,Delhi,Financial,2022-01-04,0,3,3,0.12471100701399762,0,0,Cyber Bullying | Delhi | Financial | loss 158215 INR,-8.112134,-3.492903,Cyber Bullying,-0.33947644,-0.95283645,0.03717777214587456,-0.33947644,-0.95283645,0.03717777214587456,0
2022,13,7154,Hacking,Kolkata,Financial,2022-01-13,2,6,3,0.07630672996853738,0,0,Hacking | Kolkata | Financial | loss 7154 INR,-0.50214833,-12.07633,Hacking,-0.1343815,-0.19935095,0.2453355657110593,-0.1343815,-0.19935095,0.2453355657110593,0
2022,11,153876,Ransomware,Kolkata,Educational,2022-01-11,9,6,2,0.11596758360614212,0,0,Ransomware | Kolkata | Educational | loss 153876 INR,13.935442,2.8502774,Ransomware,-0.09814289,-0.18680635,0.0980612627531864,-0.09814289,-0.18680635,0.0980612627531864,0
2023,3,435904,Malware,Chennai,Government,2023-01-03,4,2,4,0.0714354863765827,0,0,Malware | Chennai | Government | loss 435904 INR,14.113592,5.760712,Malware,-2.3334231,1.6229912,0.1875545534408909,-2.3334231,1.6229912,0.1875545534408909,0
2021,1,65288,Ransomware,Mumbai,E-Commerce,2021-01-01,9,8,1,0.07475562490216725,0,0,Ransomware | Mumbai | E-Commerce | loss 65288 INR,17.32546,-10.028256,Ransomware,0.5703923,-0.78079903,0.03344194455802994,0.5703923,-0.78079903,0.03344194455802994,0
2024,6,52195,Cyber Bullying,Lucknow,Financial,2024-01-06,0,7,3,0.06844876718243154,0,0,Cyber Bullying | Lucknow | Financial | loss 52195 INR,-8.223104,-3.534721,Cyber Bullying,-0.45472893,-0.20494074,0.14123772931766318,-0.45472893,-0.20494074,0.14123772931766318,0
2019,18,283725,Malware,Ahmedabad,Financial,2019-01-18,4,0,3,0.039592837257817814,0,0,Malware | Ahmedabad | Financial | loss 283725 INR,14.261782,5.184922,Malware,-1.2960697,4.1112537,0.16335230165717327,-1.2960697,4.1112537,0.16335230165717327,0
2022,24,446864,Cyber Bullying,Lucknow,Government,2022-01-24,0,7,4,0.08949225619713097,0,0,Cyber Bullying | Lucknow | Government | loss 446864 INR,-8.857262,-3.7060473,Cyber Bullying,-2.403097,-0.21927395,0.13111204776296936,-2.403097,-0.21927395,0.13111204776296936,0
2020,10,293231,Malware,Chennai,Corporate,2020-01-10,4,2,0,0.0645542400993313,0,0,Malware | Chennai | Corporate | loss 293231 INR,13.608208,5.3314047,Malware,0.4486511,-1.6302614,0.2306904282028183,0.4486511,-1.6302614,0.2306904282028183,0
2022,5,182002,Ransomware,Kolkata,Financial,2022-01-05,9,6,3,0.1306543444322843,0,0,Ransomware | Kolkata | Financial | loss 182002 INR,13.927767,1.2117821,Ransomware,-0.38250744,-0.16923454,0.22473947306891495,-0.38250744,-0.16923454,0.22473947306891495,0
2020,23,165053,Malware,Jaipur,Personal,2020-01-23,4,5,6,0.10940943775374184,0,0,Malware | Jaipur | Personal | loss 165053 INR,13.851629,5.016482,Malware,0.7782529,-0.09132152,0.07002448530243403,0.7782529,-0.09132152,0.07002448530243403,0
2024,10,70298,Malware,Ahmedabad,Government,2024-01-10,4,0,4,0.021647648404573783,0,0,Malware | Ahmedabad | Government | loss 70298 INR,14.144272,5.8061547,Malware,-1.8225294,-2.6772163,0.017593744723940204,-1.8225294,-2.6772163,0.017593744723940204,0
2024,12,309311,Online Fraud,Ahmedabad,Financial,2024-01-12,6,0,3,0.03816066819374819,0,0,Online Fraud | Ahmedabad | Financial | loss 309311 INR,-4.4413147,13.550747,Online Fraud,-2.5807076,1.4507911,0.11714045732399991,-2.5807076,1.4507911,0.11714045732399991,0
2024,2,207376,Identity Theft,Mumbai,Educational,2024-01-02,3,8,2,0.0693441129482778,0,0,Identity Theft | Mumbai | Educational | loss 207376 INR,-6.534782,7.155915,Identity Theft,-0.72820544,-0.16360068,0.10369159121888696,-0.72820544,-0.16360068,0.10369159121888696,0
2020,13,437624,Identity Theft,Hyderabad,Health,2020-01-13,3,4,5,0.07121577411885571,0,0,Identity Theft | Hyderabad | Health | loss 437624 INR,-6.8754463,8.723377,Identity Theft,0.0852883,1.2785153,0.08505264502072837,0.0852883,1.2785153,0.08505264502072837,0
2022,8,40499,Hacking,Bangalore,Personal,2022-01-08,2,1,6,0.07115670629135995,0,0,Hacking | Bangalore | Personal | loss 40499 INR,0.46326798,-11.7440815,Hacking,-1.9392909,-1.7907757,0.07792906206032003,-1.9392909,-1.7907757,0.07792906206032003,0
2024,2,388960,Hacking,Bangalore,Social Media,2024-01-02,2,1,7,0.02567746574436025,0,0,Hacking | Bangalore | Social Media | loss 388960 INR,5.548477,-13.775708,Hacking,-4.7102957,-0.14088395,0.3822443701628865,-4.7102957,-0.14088395,0.3822443701628865,0
2023,20,446485,Data Breach,Bangalore,Social Media,2023-01-20,1,1,7,0.019397583289509135,0,0,Data Breach | Bangalore | Social Media | loss 446485 INR,4.3822284,-5.4166675,Data Breach,-4.3511124,0.5230257,0.02665504927682088,-4.3511124,0.5230257,0.02665504927682088,0
2020,1,170631,Data Breach,Hyderabad,Health,2020-01-01,1,4,5,0.1169679163089985,0,0,Data Breach | Hyderabad | Health | loss 170631 INR,3.4819376,-1.2807218,Data Breach,0.6848749,-0.14227009,0.07757272971786339,0.6848749,-0.14227009,0.07757272971786339,0
2020,5,246198,Data Breach,Mumbai,Social Media,2020-01-05,1,8,7,0.062497065445854316,0,0,Data Breach | Mumbai | Social Media | loss 246198 INR,4.375712,-5.4157314,Data Breach,0.8741935,0.7201924,0.043203234815502596,0.8741935,0.7201924,0.043203234815502596,0
2022,9,468535,Online Fraud,Hyderabad,Health,2022-01-09,6,4,5,0.06160978348404256,0,0,Online Fraud | Hyderabad | Health | loss 468535 INR,-5.7399006,14.564761,Online Fraud,-2.4889877,0.3223502,0.21548698391530918,-2.4889877,0.3223502,0.21548698391530918,0
2020,17,243997,Hacking,Bangalore,Financial,2020-01-17,2,1,3,0.09277006516239394,0,0,Hacking | Bangalore | Financial | loss 243997 INR,0.18175095,-11.675428,Hacking,-0.31613737,1.4998697,0.3565652091847302,-0.31613737,1.4998697,0.3565652091847302,0
2020,9,489533,Cyber Bullying,Chennai,Personal,2020-01-09,0,2,6,0.019225772058280688,0,1,Cyber Bullying | Chennai | Personal | loss 489533 INR,-8.934743,-3.1631021,Cyber Bullying,-0.14357184,2.2123666,0.36748767765115964,-0.14357184,2.2123666,0.36748767765115964,0
2024,11,97347,Data Breach,Delhi,Personal,2024-01-11,1,3,6,0.08387506027634473,0,0,Data Breach | Delhi | Personal | loss 97347 INR,2.8103726,-1.0358136,Data Breach,-2.2182178,-1.7613987,0.15664547549769686,-2.2182178,-1.7613987,0.15664547549769686,0
2022,15,311931,Data Breach,Kolkata,Corporate,2022-01-15,1,6,0,0.07649683404323371,0,0,Data Breach | Kolkata | Corporate | loss 311931 INR,2.1915996,-1.2700962,Data Breach,-0.48360524,0.220913,0.05823300823009054,-0.48360524,0.220913,0.05823300823009054,0
2024,24,298632,Ransomware,Hyderabad,Health,2024-01-24,9,4,5,0.07522026839009899,0,0,Ransomware | Hyderabad | Health | loss 298632 INR,12.67528,3.1634564,Ransomware,-2.6699524,-0.6445458,0.5420852553183446,-2.6699524,-0.6445458,0.5420852553183446,0
2024,6,337585,Phishing,Mumbai,Personal,2024-01-06,8,8,6,0.03643630397750619,0,0,Phishing | Mumbai | Personal | loss 337585 INR,4.0036206,10.170341,Phishing,-3.2499664,-0.7393174,0.058692577073700555,-3.2499664,-0.7393174,0.058692577073700555,0
2022,23,206735,Cyber Bullying,Mumbai,Corporate,2022-01-23,0,8,0,0.07825715821051704,0,0,Cyber Bullying | Mumbai | Corporate | loss 206735 INR,-8.428054,-3.0920122,Cyber Bullying,-0.14349267,-0.003015034,0.036060883637126756,-0.14349267,-0.003015034,0.036060883637126756,0
2019,3,23431,Data Breach,Lucknow,Government,2019-01-03,1,7,4,0.05332237483292823,0,0,Data Breach | Lucknow | Government | loss 23431 INR,2.0562727,-1.7719839,Data Breach,1.1662335,-0.8321736,0.027286980943652235,1.1662335,-0.8321736,0.027286980943652235,0
2024,17,324825,Data Breach,Delhi,Corporate,2024-01-17,1,3,0,0.045487045547615956,0,0,Data Breach | Delhi | Corporate | loss 324825 INR,2.356088,-0.9854907,Data Breach,-1.4783462,1.1000539,0.13886762932846844,-1.4783462,1.1000539,0.13886762932846844,0
2023,5,195555,Data Breach,Jaipur,Educational,2023-01-05,1,5,2,0.10986517302935034,0,0,Data Breach | Jaipur | Educational | loss 195555 INR,3.2845795,0.31242964,Data Breach,-0.40735614,-0.10975697,0.18325842609213921,-0.40735614,-0.10975697,0.18325842609213921,0
2023,28,123720,Phishing,Ahmedabad,E-Commerce,2023-01-28,8,0,1,0.0467239781285228,0,0,Phishing | Ahmedabad | E-Commerce | loss 123720 INR,15.611601,-9.117784,Phishing,-0.8577238,-2.385851,0.05312301290083028,-0.8577238,-2.385851,0.05312301290083028,0
2020,12,50153,Phishing,Bangalore,Financial,2020-01-12,8,1,3,0.072557031704096,0,0,Phishing | Bangalore | Financial | loss 50153 INR,4.6049604,9.079663,Phishing,-0.038686976,-1.0732356,0.2871091741362777,-0.038686976,-1.0732356,0.2871091741362777,0
2023,18,269512,Online Fraud,Jaipur,Government,2023-01-18,6,5,4,0.11418563386290964,0,0,Online Fraud | Jaipur | Government | loss 269512 INR,-3.0555394,14.357246,Online Fraud,-1.6604308,-0.1033523,0.20110721829461925,-1.6604308,-0.1033523,0.20110721829461925,0
2020,14,421640,Cyber Bullying,Lucknow,E-Commerce,2020-01-14,0,7,1,0.060097827126921355,0,0,Cyber Bullying | Lucknow | E-Commerce | loss 421640 INR,-14.9316025,2.678921,Cyber Bullying,-0.18765244,0.5102914,0.04117241213528433,-0.18765244,0.5102914,0.04117241213528433,0
2019,21,375504,Online Fraud,Bangalore,E-Commerce,2019-01-21,6,1,1,0.030777208515386345,0,0,Online Fraud | Bangalore | E-Commerce | loss 375504 INR,-13.774265,14.075436,Online Fraud,-1.151934,2.9239604,0.13696690839232603,-1.151934,2.9239604,0.13696690839232603,0
2022,24,177076,Malware,Delhi,Government,2022-01-24,4,3,4,0.12726374170931715,0,0,Malware | Delhi | Government | loss 177076 INR,14.044867,5.674598,Malware,-0.8060675,-1.0242921,0.10706775696629886,-0.8060675,-1.0242921,0.10706775696629886,0
2022,11,478085,Phishing,Lucknow,Educational,2022-01-11,8,7,2,0.061475313750707916,0,0,Phishing | Lucknow | Educational | loss 478085 INR,4.762583,11.183767,Phishing,-1.0452482,0.116964705,0.3226713091749518,-1.0452482,0.116964705,0.3226713091749518,0
2022,9,220724,Ransomware,Bangalore,Corporate,2022-01-09,9,1,0,0.08919586510992572,0,0,Ransomware | Bangalore | Corporate | loss 220724 INR,15.240173,2.8186753,Ransomware,-0.33628213,-2.1614695,0.10598791757068507,-0.33628213,-2.1614695,0.10598791757068507,0
